## -*- mode: org; -*-

## The data in this file are auto-generated from
##    https://interactivebrokers.github.io/tws-api/message_codes.html

| Code  | TWS message                                                                                                                                                                                                                                                                   | Additional notes                                                                                                                                                                                                                                                                                                                                                                                                                         |
| 445   | The RFQ for this order is no longer valid.                                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 446   | Missing scale order profit offset.                                                                                                                                                                                                                                            | ScaleProfitOffset is not properly specified                                                                                                                                                                                                                                                                                                                                                                                              |
| 447   | Missing scale price adjustment amount or interval.                                                                                                                                                                                                                            | ScalePriceAdjustValue or ScalePriceAdjustInterval is not specified properly                                                                                                                                                                                                                                                                                                                                                              |
| 448   | Invalid scale price adjustment interval.                                                                                                                                                                                                                                      | ScalePriceAdjustInterval specified is invalid                                                                                                                                                                                                                                                                                                                                                                                            |
| 449   | Unexpected scale price adjustment amount or interval.                                                                                                                                                                                                                         | ScalePriceAdjustValue or ScalePriceAdjustInterval specified is invalid                                                                                                                                                                                                                                                                                                                                                                   |
| 507   | Bad Message Length (Java-only)                                                                                                                                                                                                                                                | Indicates EOF exception was caught while reading from the socket. This can occur if there is an attempt to connect to TWS with a client ID that is already in use, or if TWS is locked, closes, or breaks the connection. It should be handled by the client application and used to indicate that the socket connection is not valid.                                                                                                   |
| 10000 | Cross currency combo error.                                                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10001 | Cross currency vol error.                                                                                                                                                                                                                                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10002 | Invalid non-guaranteed legs.                                                                                                                                                                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10003 | IBSX not allowed.                                                                                                                                                                                                                                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10005 | Read-only models.                                                                                                                                                                                                                                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10006 | Missing parent order.                                                                                                                                                                                                                                                         | The parent order ID specified cannot be found. In some cases this can occur with bracket orders if the child order is placed immediately after the parent order; a brief pause of 50 ms or less will be necessary before the child order is transmitted to TWS/IBG.                                                                                                                                                                      |
| 10007 | Invalid hedge type.                                                                                                                                                                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10008 | Invalid beta value.                                                                                                                                                                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10009 | Invalid hedge ratio.                                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10010 | Invalid delta hedge order.                                                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10011 | Currency is not supported for Smart combo.                                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10012 | Invalid allocation percentage                                                                                                                                                                                                                                                 | FaPercentage specified is not valid                                                                                                                                                                                                                                                                                                                                                                                                      |
| 10013 | Smart routing API error (Smart routing opt-out required).                                                                                                                                                                                                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10014 | PctChange limits.                                                                                                                                                                                                                                                             | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10015 | Trading is not allowed in the API.                                                                                                                                                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10016 | Contract is not visible.                                                                                                                                                                                                                                                      | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10017 | Contracts are not visible.                                                                                                                                                                                                                                                    | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10018 | Orders use EV warning.                                                                                                                                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10019 | Trades use EV warning.                                                                                                                                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10020 | Display size should be smaller than order size./td>                                                                                                                                                                                                                           | The display size should be smaller than the total quantity                                                                                                                                                                                                                                                                                                                                                                               |
| 10021 | Invalid leg2 to Mkt Offset API.                                                                                                                                                                                                                                               | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10022 | Invalid Leg Prio API.                                                                                                                                                                                                                                                         | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10023 | Invalid combo display size API.                                                                                                                                                                                                                                               | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10024 | Invalid don't start next legin API.                                                                                                                                                                                                                                           | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10025 | Invalid leg2 to Mkt time1 API.                                                                                                                                                                                                                                                | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10026 | Invalid leg2 to Mkt time2 API.                                                                                                                                                                                                                                                | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10027 | Invalid combo routing tag API.                                                                                                                                                                                                                                                | This error is deprecated                                                                                                                                                                                                                                                                                                                                                                                                                 |
| 10090 | Part of requested market data is not subscribed.                                                                                                                                                                                                                              | Indicates that some tick types requested require additional market data subscriptions not held in the account. This commonly occurs for instance if a user has options subscriptions but not the underlying stock so the system cannot calculate the real time greek values (other default ticks will be returned). Or alternatively, if generic tick types are specified in a market data request without the associated subscriptions. |
| 10148 | OrderId <OrderId> that needs to be cancelled can not be cancelled, state:                                                                                                                                                                                                     | An attempt was made to cancel an order that had already been filled by the system.                                                                                                                                                                                                                                                                                                                                                       |
| 10186 | Requested market data is not subscribed. Delayed market data is not enabled                                                                                                                                                                                                   | See Market Data Types on how to enable delayed data.                                                                                                                                                                                                                                                                                                                                                                                     |
| 10197 | No market data during competing session                                                                                                                                                                                                                                       | Indicates that the user is logged into the paper account and live account simultaneously trying to request live market data using both the accounts. In such a scenario preference would be given to the live account, for more details please refer: https://ibkr.info/node/1719                                                                                                                                                        |
| 10225 | Bust event occurred, current subscription is deactivated. Please resubscribe real-time bars immediately                                                                                                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10230 | You have unsaved FA changes. Please retry 'request FA' operation later, when 'replace FA' operation is complete                                                                                                                                                               | There are pending Financial Advisor configuration changes. See Financial Advisors                                                                                                                                                                                                                                                                                                                                                        |
| 10231 | The following Groups and/or Profiles contain invalid accounts: <list of groups/profiles>                                                                                                                                                                                      | If the account(s) inside Groups or Profiles is/are incorrect in xml-formatted configuration string of replaceFA request, then the error shows list of such Groups and/or Profiles.                                                                                                                                                                                                                                                       |
| 10233 | Defaults were inherited from CASH preset during the creation of this order.                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10234 | The Decision Maker field is required and not set for this order (non-desktop).                                                                                                                                                                                                |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10235 | The Decision Maker field is required and not set for this order (ibbot).                                                                                                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10236 | Child has to be AON if parent order is AON                                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10237 | All or None ticket can route entire unfilled size only                                                                                                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10238 | Some error occured during communication with Advisor Setup web-app                                                                                                                                                                                                            |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10239 | This order will affect one or more accounts that are flagged because they do not fit the required risk score criteria prescribed by the group/profile/model allocation.                                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10240 | You must enter a valid Price Cap.                                                                                                                                                                                                                                             |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10241 | Order Quantity is expressed in monetary terms. Modification is not supported via API. Please use desktop version to revise this order.                                                                                                                                        |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10242 | Fractional-sized order cannot be modified via API. Please use desktop version to revise this order.                                                                                                                                                                           |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10243 | Fractional-sized order cannot be placed via API. Please use desktop version to place this order.                                                                                                                                                                              |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10244 | Cash Quantity cannot be used for this order                                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10245 | This financial instrument does not support fractional shares trading                                                                                                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10246 | This order doesn't support fractional shares trading                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10247 | Only IB SmartRouting supports fractional shares                                                                                                                                                                                                                               |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10248 | <Account> doesn't have permission to trade fractional shares                                                                                                                                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10249 | <Order type>=""> order doesn't support fractional shares                                                                                                                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10250 | The size does not conform to the minimum variation of for this contract                                                                                                                                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10251 | Fractional shares are not supported for allocation orders                                                                                                                                                                                                                     |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10252 | This non-close-position order doesn't support fractional shares trading                                                                                                                                                                                                       |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10253 | Clear Away orders are not supported for multi-leg combo with attached hedge.                                                                                                                                                                                                  |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10254 | Invalid Order: bond expired                                                                                                                                                                                                                                                   |                                                                                                                                                                                                                                                                                                                                                                                                                                          |
| 10268 | The 'EtradeOnly' order attribute is not supported                                                                                                                                                                                                                             | The EtradeOnly IBApi.Order attribute is no longer supported. Error received with TWS versions 983+                                                                                                                                                                                                                                                                                                                                       |
| 10269 | The 'firmQuoteOnly' order attribute is not supported                                                                                                                                                                                                                          | The firmQuoteOnly IBApi.Order attribute is no longer supported. Error received with TWS versions 983+                                                                                                                                                                                                                                                                                                                                    |
